is_canceled,deposit_type,previous_cancellations,lead_time,total_of_special_requests,different_room_assigned,market_segment,required_car_parking_spaces,distribution_channel,hotel,customer_type,previous_bookings_not_canceled,is_repeated_guest,country_PRT,country_other
0,No Deposit,0,50,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,113,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,93,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,76,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,3,0,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,1,0,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,1,2,0,Direct,1,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,0,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,14,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,10,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,5,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,17,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,93,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
1,No Deposit,0,3,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,10,0,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,3,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,51,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,71,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,63,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,62,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,101,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,15,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,51,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,3,0,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,48,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,72,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,81,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,99,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
1,No Deposit,0,368,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
0,No Deposit,0,364,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
1,No Deposit,0,81,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,99,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,324,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,69,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,79,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,12,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,9,2,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,1,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,9,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,109,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,109,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,72,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,63,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,63,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,101,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,102,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,4,1,1,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,98,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,92,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,95,2,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,102,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,26,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,73,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,102,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,115,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,102,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,86,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,78,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,52,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,29,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,101,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,109,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,92,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,92,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
0,No Deposit,0,79,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,0,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,30,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
1,No Deposit,0,51,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,36,0,1,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,73,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,33,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,32,1,0,Complementary,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,8,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,100,1,1,Online TA,1,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,1,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,100,2,0,Online TA,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,100,1,1,Online TA,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,9,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,5,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,9,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,2,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,9,0,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,5,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,44,0,0,Online TA,2,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,80,0,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,97,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,109,2,1,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,30,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,64,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,39,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,90,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,34,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,93,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,97,1,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,29,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,101,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,27,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,8,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,82,2,0,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,94,1,1,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,110,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,96,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,79,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,115,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,111,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,51,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,94,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,81,0,0,Direct,1,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,84,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,51,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,111,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,0,1,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,2,0,1,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,7,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,98,1,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,95,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,48,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,66,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,104,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,28,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,34,0,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,98,1,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,104,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,68,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,86,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,258,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,111,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,94,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,112,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,100,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,33,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,97,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,80,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,90,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,111,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,65,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,67,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,55,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,8,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,8,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,0,0,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,8,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,66,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,88,1,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,0,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,43,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,88,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,54,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,292,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
0,No Deposit,0,112,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,68,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,7,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,1,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,113,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,5,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,83,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,105,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,1,1,0,Corporate,0,Corporate,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,1,1,0,Corporate,0,Corporate,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,1,1,1,Corporate,1,Corporate,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,102,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,113,1,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,280,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
0,No Deposit,0,96,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,394,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,33,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,82,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,100,3,0,Online TA,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,100,2,0,Online TA,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,17,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,68,1,1,Direct,1,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,12,0,1,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,77,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,24,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,44,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,78,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,17,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,103,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,16,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,14,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,77,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,90,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,90,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,90,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,366,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,249,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,69,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,10,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,22,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,91,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,23,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,11,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,3,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,13,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,108,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,91,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,37,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,1,1,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,106,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,30,1,0,Direct,0,Direct,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,30,1,0,Direct,0,Direct,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,51,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,79,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,3,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,35,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,78,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,31,1,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,78,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,78,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,44,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,34,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,87,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,11,0,0,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,115,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,86,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,41,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,32,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
